pair,corpus,scene,pair_kind,layout,season,height_m,tilt_deg,yaw_deg,scale_ratio,b_px,area_frac,covis_frac,compensation_src,вердикт,bytes,dup_group,dup_size,dup_kind
base_pair_5f0c7237b80f_00000_inside.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,inside,,193.0,4.23,341.51,0.873,1291,1.0,1.0,field,разметка подтверждена,1797934,g0184,1,
base_pair_5f0c7237b80f_00001_partial.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,partial,,231.7,2.03,48.26,1.048,798,0.6784,0.689,field,разметка подтверждена,1385081,g0184,1,
base_pair_5f0c7237b80f_00002_partial.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,partial,,209.6,5.16,57.83,0.948,1000,0.849,0.8414,field,разметка подтверждена,2228287,g0184,1,
base_pair_5f0c7237b80f_00003_inside.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9988,field,разметка подтверждена,2295497,g0184,1,
base_pair_5f0c7237b80f_00004_partial.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8528,field,разметка подтверждена,2545390,g0184,1,
base_pair_5f0c7237b80f_00005_inside.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9993,field,разметка подтверждена,2194248,g0184,1,
base_pair_5f0c7237b80f_00006_inside_ss.npz,base,5f0c72373c18aa0005a4ca68,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9977,same_source,разметка подтверждена,2977665,g0184,1,
base_pair_5f0c7237b80f_00007_inside.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,inside,,175.7,1.06,94.5,0.795,1079,1.0,0.9967,field,разметка подтверждена,1713625,g0184,1,
base_pair_5f0c7237b80f_00008_partial.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8068,field,разметка подтверждена,2570668,g0184,1,
base_pair_5f0c7237b80f_00009_inside.npz,base,5f0c72373c18aa0005a4ca68,orto_basemap,inside,,227.6,5.87,239.39,1.029,1679,1.0,0.999,field,разметка подтверждена,2235465,g0184,1,
base_pair_5ed8f4237939_00000_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9997,field,разметка подтверждена,2262994,g0176,1,
base_pair_5ed8f4237939_00001_partial.npz,base,5ed8f423350cfa0006925547,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6888,field,разметка подтверждена,1547450,g0176,1,
base_pair_5ed8f4237939_00002_partial.npz,base,5ed8f423350cfa0006925547,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8422,field,разметка подтверждена,2263693,g0176,1,
base_pair_5ed8f4237939_00003_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9999,field,разметка подтверждена,2339185,g0176,1,
base_pair_5ed8f4237939_00004_partial.npz,base,5ed8f423350cfa0006925547,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.853,field,разметка подтверждена,2057473,g0176,1,
base_pair_5ed8f4237939_00005_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9996,field,разметка подтверждена,2026811,g0176,1,
base_pair_5ed8f4237939_00006_inside_ss.npz,base,5ed8f423350cfa0006925547,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9999,same_source,разметка подтверждена,2877089,g0176,1,
base_pair_5ed8f4237939_00007_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9999,field,разметка подтверждена,2006390,g0176,1,
base_pair_5ed8f4237939_00008_partial.npz,base,5ed8f423350cfa0006925547,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8068,field,разметка подтверждена,2288871,g0176,1,
base_pair_5ed8f4237939_00009_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9996,field,разметка подтверждена,1921919,g0176,1,
base_pair_5ed8f4237939_00010_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,1.0,field,разметка подтверждена,3029519,g0176,1,
base_pair_5ed8f4237939_00011_inside.npz,base,5ed8f423350cfa0006925547,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,0.9999,field,разметка подтверждена,3073463,g0176,1,
base_pair_5ad7a59946f1_00000_inside.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,inside,,193.0,4.23,341.51,0.746,1104,1.0,1.0,field,разметка подтверждена,1640143,g0030,1,
base_pair_5ad7a59946f1_00001_partial.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,partial,,231.7,2.03,48.26,0.896,768,0.7239,0.7343,field,разметка подтверждена,1364892,g0030,1,
base_pair_5ad7a59946f1_00002_partial.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,partial,,209.6,5.16,57.83,0.81,855,0.8489,0.8419,global,разметка подтверждена,1990306,g0030,1,
base_pair_5ad7a59946f1_00003_inside.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,inside,,232.4,8.53,22.45,0.899,1159,1.0,0.9996,global,разметка подтверждена,2046804,g0030,1,
base_pair_5ad7a59946f1_00004_partial.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,partial,,273.4,1.91,68.98,1.057,1493,0.8471,0.853,field,разметка подтверждена,2119148,g0030,1,
base_pair_5ad7a59946f1_00005_inside.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,inside,,265.0,2.15,300.8,1.025,1253,1.0,0.9998,field,разметка подтверждена,1923223,g0030,1,
base_pair_5ad7a59946f1_00006_inside_ss.npz,base,5ad7a59991b5310010e0d54c,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9999,same_source,разметка подтверждена,2595711,g0030,1,
base_pair_5ad7a59946f1_00007_inside.npz,base,5ad7a59991b5310010e0d54c,orto_basemap,inside,,175.7,1.06,94.5,0.679,923,1.0,0.9999,cell_refine,разметка подтверждена,1453617,g0030,1,
base_pair_5bc701b39f0d_00000_inside.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9999,cell_refine,разметка подтверждена,2290304,g0080,1,
base_pair_5bc701b39f0d_00001_partial.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6887,cell_refine,разметка подтверждена,1554575,g0080,1,
base_pair_5bc701b39f0d_00002_partial.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8412,global,разметка подтверждена,2406577,g0080,1,
base_pair_5bc701b39f0d_00003_inside.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9991,global,разметка подтверждена,2460963,g0080,1,
base_pair_5bc701b39f0d_00004_partial.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8493,field,разметка подтверждена,2781116,g0080,1,
base_pair_5bc701b39f0d_00005_inside.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9999,field,разметка подтверждена,2386682,g0080,1,
base_pair_5bc701b39f0d_00006_inside_ss.npz,base,5bc701b34d3b1b00050eeebc,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9996,same_source,разметка подтверждена,2724495,g0080,1,
base_pair_5bc701b39f0d_00007_inside.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9998,field,разметка подтверждена,1953779,g0080,1,
base_pair_5bc701b39f0d_00008_partial.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8074,field,разметка подтверждена,2865787,g0080,1,
base_pair_5bc701b39f0d_00009_inside.npz,base,5bc701b34d3b1b00050eeebc,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9985,field,разметка подтверждена,2556633,g0080,1,
base_pair_5ddfc4761a19_00000_inside.npz,base,5ddfc4760c04590006d33590,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9995,field,разметка подтверждена,2444778,g0123,1,
base_pair_5ddfc4761a19_00001_partial.npz,base,5ddfc4760c04590006d33590,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6877,field,разметка подтверждена,1620545,g0123,1,
base_pair_5ddfc4761a19_00002_partial.npz,base,5ddfc4760c04590006d33590,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.841,field,разметка подтверждена,2475048,g0123,1,
base_pair_5ddfc4761a19_00003_inside.npz,base,5ddfc4760c04590006d33590,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9986,field,разметка подтверждена,2410755,g0123,1,
base_pair_5ddfc4761a19_00004_partial.npz,base,5ddfc4760c04590006d33590,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8519,field,разметка подтверждена,2729090,g0123,1,
base_pair_5ddfc4761a19_00005_inside.npz,base,5ddfc4760c04590006d33590,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9987,field,разметка подтверждена,2374747,g0123,1,
base_pair_65b3d184e382_00000_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9898,field,разметка подтверждена,2311432,g0408,1,
base_pair_65b3d184e382_00001_partial.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6832,field,разметка подтверждена,1601194,g0408,1,
base_pair_65b3d184e382_00002_partial.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8348,field,разметка подтверждена,2393085,g0408,1,
base_pair_65b3d184e382_00003_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9963,field,разметка подтверждена,2438947,g0408,1,
base_pair_65b3d184e382_00004_partial.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8427,field,разметка подтверждена,2727954,g0408,1,
base_pair_65b3d184e382_00005_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9901,field,разметка подтверждена,2359187,g0408,1,
base_pair_65b3d184e382_00006_inside_ss.npz,base,65b3d18471b11e0001cea9a0,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9996,same_source,разметка подтверждена,2893693,g0408,1,
base_pair_65b3d184e382_00007_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,0.9825,field,разметка подтверждена,1999939,g0408,1,
base_pair_65b3d184e382_00008_partial.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8006,field,разметка подтверждена,2926608,g0408,1,
base_pair_65b3d184e382_00009_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.998,field,разметка подтверждена,2607620,g0408,1,
base_pair_65b3d184e382_00010_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,0.997,global,разметка подтверждена,3024940,g0408,1,
base_pair_65b3d184e382_00011_inside.npz,base,65b3d18471b11e0001cea9a0,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,0.9976,global,разметка подтверждена,3093267,g0408,1,
base_pair_5d897e4460a2_00000_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,1.0,field,разметка подтверждена,2136496,g0115,1,
base_pair_5d897e4460a2_00001_partial.npz,base,5d897e44c54930000548a7bc,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6888,field,разметка подтверждена,1495381,g0115,1,
base_pair_5d897e4460a2_00002_partial.npz,base,5d897e44c54930000548a7bc,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8422,field,разметка подтверждена,2258370,g0115,1,
base_pair_5d897e4460a2_00003_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,1.0,field,разметка подтверждена,2339555,g0115,1,
base_pair_5d897e4460a2_00004_partial.npz,base,5d897e44c54930000548a7bc,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8529,field,разметка подтверждена,2627351,g0115,1,
base_pair_5d897e4460a2_00005_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,1.0,field,разметка подтверждена,2286666,g0115,1,
base_pair_5d897e4460a2_00006_inside_ss.npz,base,5d897e44c54930000548a7bc,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,0.9998,same_source,разметка подтверждена,2616543,g0115,1,
base_pair_5d897e4460a2_00007_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,1.0,field,разметка подтверждена,1922177,g0115,1,
base_pair_5d897e4460a2_00008_partial.npz,base,5d897e44c54930000548a7bc,orto_basemap,partial,,243.0,2.43,70.67,0.876,1871,0.8047,0.8073,field,разметка подтверждена,2699583,g0115,1,
base_pair_5d897e4460a2_00009_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,227.6,5.87,239.39,1.104,1801,1.0,0.9999,field,разметка подтверждена,2475719,g0115,1,
base_pair_5d897e4460a2_00010_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,214.1,7.75,207.61,1.116,1612,1.0,1.0,field,разметка подтверждена,2898539,g0115,1,
base_pair_5d897e4460a2_00011_inside.npz,base,5d897e44c54930000548a7bc,orto_basemap,inside,,191.6,2.95,182.18,1.034,1918,1.0,1.0,field,разметка подтверждена,2980465,g0115,1,
base_pair_663252371076_00000_inside.npz,base,663252376049ef00013b81e4,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9994,cell_refine,разметка подтверждена,1996837,g0427,1,
base_pair_663252371076_00001_partial.npz,base,663252376049ef00013b81e4,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6871,cell_refine,разметка подтверждена,1402456,g0427,1,
base_pair_663252371076_00002_partial.npz,base,663252376049ef00013b81e4,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8373,global,разметка подтверждена,2199510,g0427,1,
base_pair_663252371076_00003_inside.npz,base,663252376049ef00013b81e4,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9977,global,разметка подтверждена,2065686,g0427,1,
base_pair_663252371076_00004_partial.npz,base,663252376049ef00013b81e4,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.8487,field,разметка подтверждена,2125874,g0427,1,
base_pair_663252371076_00005_inside.npz,base,663252376049ef00013b81e4,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,0.9931,field,разметка подтверждена,1911169,g0427,1,
base_pair_5e7f562c9324_00000_inside.npz,base,5e7f562c482b9c000617844c,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,1.0,field,разметка подтверждена,2159401,g0148,1,
base_pair_5e7f562c9324_00001_partial.npz,base,5e7f562c482b9c000617844c,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6888,field,разметка подтверждена,1487850,g0148,1,
base_pair_5e7f562c9324_00002_partial.npz,base,5e7f562c482b9c000617844c,orto_basemap,partial,,209.6,5.16,57.83,1.068,1127,0.8492,0.8422,field,разметка подтверждена,2319471,g0148,1,
base_pair_5e7f562c9324_00003_inside.npz,base,5e7f562c482b9c000617844c,orto_basemap,inside,,232.4,8.53,22.45,0.941,1214,1.0,0.9998,field,разметка подтверждена,2410127,g0148,1,
base_pair_5e7f562c9324_00004_partial.npz,base,5e7f562c482b9c000617844c,orto_basemap,partial,,273.4,1.91,68.98,1.149,1623,0.847,0.853,field,разметка подтверждена,2667906,g0148,1,
base_pair_5e7f562c9324_00005_inside.npz,base,5e7f562c482b9c000617844c,orto_basemap,inside,,265.0,2.15,300.8,1.132,1384,1.0,1.0,field,разметка подтверждена,2325492,g0148,1,
base_pair_5e7f562c9324_00006_inside_ss.npz,base,5e7f562c482b9c000617844c,same_source,inside,,259.2,8.86,330.87,0.936,1246,1.0,1.0,same_source,разметка подтверждена,2655805,g0148,1,
base_pair_5e7f562c9324_00007_inside.npz,base,5e7f562c482b9c000617844c,orto_basemap,inside,,175.7,1.06,94.5,0.983,1335,1.0,1.0,field,разметка подтверждена,1932821,g0148,1,
base_pair_69f986b6b0b8_00000_inside.npz,base,69f986b6cd7de8dda6f76eb6,orto_basemap,inside,,193.0,4.23,341.51,0.693,1025,1.0,1.0,field,разметка подтверждена,1740095,g0537,1,
base_pair_69f986b6b0b8_00001_partial.npz,base,69f986b6cd7de8dda6f76eb6,orto_basemap,partial,,231.7,2.03,48.26,0.832,768,0.7425,0.7526,field,разметка подтверждена,1439012,g0537,1,
base_pair_69f986b6b0b8_00002_partial.npz,base,69f986b6cd7de8dda6f76eb6,orto_basemap,partial,,209.6,5.16,57.83,0.753,794,0.8488,0.8328,field,разметка подтверждена,2030937,g0537,1,
base_pair_69f986b6b0b8_00003_inside.npz,base,69f986b6cd7de8dda6f76eb6,orto_basemap,inside,,232.4,8.53,22.45,0.835,1077,1.0,0.9893,field,разметка подтверждена,2040729,g0537,1,
base_pair_69f986b6b0b8_00004_partial.npz,base,69f986b6cd7de8dda6f76eb6,orto_basemap,partial,,273.4,1.91,68.98,0.982,1386,0.8469,0.8528,field,разметка подтверждена,2172241,g0537,1,
base_pair_69f986b6b0b8_00005_inside.npz,base,69f986b6cd7de8dda6f76eb6,orto_basemap,inside,,265.0,2.15,300.8,0.952,1164,1.0,0.9939,field,разметка подтверждена,1877308,g0537,1,
base_pair_5b603580d355_00000_inside.npz,base,5b603580c6768a08545216f6,orto_basemap,inside,,193.0,4.23,341.51,0.993,1469,1.0,0.9977,global,разметка подтверждена,2224144,g0041,1,
base_pair_5b603580d355_00001_partial.npz,base,5b603580c6768a08545216f6,orto_basemap,partial,,231.7,2.03,48.26,1.113,847,0.6782,0.6873,global,разметка подтверждена,1542505,g0041,1,
