pair,corpus,scene,pair_kind,mode,layout,season,height_m,tilt_deg,scale_ratio,covis_frac,b_px,src_split,geo_cluster,split,gt_class,gt_sigma_px,gt_sigma_src,weight,slice,modality,bytes
pair_L19_xDOP0085_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.5,3.31,0.697,0.9843,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1942557
pair_L19_xDOP0089_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.9,2.07,0.911,0.7086,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1669758
pair_L19_xDOP0091_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.7,2.13,0.899,0.7999,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1744528
pair_L19_xDOP0091_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,89.7,2.13,1.0,0.712,768,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,1082078
pair_L19_xDOP0099_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,84.3,2.8,0.779,0.7361,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1677035
pair_L19_xDOP0101_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.2,1.22,0.885,0.8486,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1870227
pair_L19_xDOP0101_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,89.2,1.22,1.0,0.595,640,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,889448
pair_L19_xDOP0104_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,82.6,2.3,0.696,0.7468,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1589110
pair_L19_xDOP0105_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,83.0,2.27,0.726,0.7891,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1813418
pair_L19_xDOP0108_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.2,1.23,0.666,0.9942,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1884567
pair_L19_xDOP0109_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.3,1.33,0.813,0.724,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1674639
pair_L19_xDOP0111_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,90.9,2.76,0.886,0.9648,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2023517
pair_L19_xDOP0117_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,86.1,3.19,0.787,0.6523,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1538865
pair_L19_xDOP0119_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,85.8,0.56,0.92,0.9431,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2003869
pair_L19_xDOP0120_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,83.6,2.0,0.821,0.9911,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2016845
pair_L19_xDOP0122_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.8,2.32,0.683,0.9964,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1960535
pair_L19_xDOP0123_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,87.9,1.75,0.846,0.9604,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1859892
pair_L19_xDOP0123_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,87.9,1.75,1.0,0.6764,640,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,819696
pair_L19_xDOP0127_asis.npz,ortholoc,L19,frame_xdop,asis,inside,,83.8,1.4,0.729,0.9993,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1969494
pair_L19_xDOP0128_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,80.4,0.84,0.689,0.9982,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2064364
pair_L19_xDOP0128_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,80.4,0.84,1.0,0.8106,1024,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,1145533
pair_L19_xDOP0129_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,91.3,3.81,0.798,0.8973,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1750769
pair_L19_xDOP0132_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,78.6,2.8,0.784,0.974,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2001689
pair_L19_xDOP0134_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,90.4,0.93,0.847,0.9984,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1984863
pair_L19_xDOP0134_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,90.4,0.93,1.0,0.8762,1024,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,1241899
pair_L19_xDOP0141_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.0,2.54,0.928,0.5468,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1350066
pair_L19_xDOP0142_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,88.2,2.01,0.822,0.8412,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1725724
pair_L19_xDOP0144_asis.npz,ortholoc,L19,frame_xdop,asis,inside,,87.2,1.46,0.828,0.9996,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1934297
pair_L19_xDOP0147_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.0,1.63,0.688,0.8451,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1817419
pair_L19_xDOP0147_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,81.0,1.63,1.0,0.8329,1024,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,1100944
pair_L19_xDOP0150_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,88.2,1.16,0.813,0.9968,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1988218
pair_L19_xDOP0152_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,88.7,2.41,0.897,0.6951,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1565336
pair_L19_xDOP0153_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,87.9,1.11,0.849,0.7731,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1703521
pair_L19_xDOP0153_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,87.9,1.11,1.0,0.7201,768,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,981199
pair_L19_xDOP0154_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.5,2.17,0.686,0.6765,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1628120
pair_L19_xDOP0157_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.2,2.62,0.812,0.9949,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1959980
pair_L19_xDOP0158_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.6,0.91,0.8,0.5378,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1211011
pair_L19_xDOP0159_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,82.8,3.51,0.868,0.7177,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1653328
pair_L19_xDOP0160_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,86.8,2.51,0.744,0.9072,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1887026
pair_L19_xDOP0161_asis.npz,ortholoc,L19,frame_xdop,asis,inside,,81.9,3.34,0.672,0.9993,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1971449
pair_L19_xDOP0162_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,83.4,1.24,0.731,0.9231,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1850401
pair_L19_xDOP0163_asis.npz,ortholoc,L19,frame_xdop,asis,inside,,83.7,2.65,0.63,0.9999,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2014166
pair_L19_xDOP0167_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.3,0.88,0.748,0.9976,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1964716
pair_L19_xDOP0169_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,85.8,0.39,0.819,0.9952,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2149273
pair_L19_xDOP0186_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,82.4,1.89,0.732,0.6521,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1412296
pair_L19_xDOP0187_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.2,0.31,0.855,0.9768,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1930810
pair_L19_xDOP0187_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,81.2,0.31,1.0,0.4513,640,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,896638
pair_L19_xDOP0188_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,80.4,2.54,0.704,0.9904,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2073460
pair_L19_xDOP0190_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,81.4,1.49,0.813,0.8997,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1919913
pair_L19_xDOP0192_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,83.3,2.82,0.796,0.997,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1996446
pair_L19_xDOP0194_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,88.9,0.45,0.91,0.8935,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2024858
pair_L19_xDOP0198_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,86.9,2.75,0.743,0.9174,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1897866
pair_L19_xDOP0200_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,80.6,0.97,0.703,0.8444,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1818820
pair_L19_xDOP0200_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,80.6,0.97,1.0,0.8357,1024,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,1198032
pair_L19_xDOP0201_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,90.5,0.96,0.904,0.6295,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1381007
pair_L19_xDOP0204_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,89.6,2.72,0.845,0.7283,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1591987
pair_L19_xDOP0205_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,91.0,3.6,0.885,0.9715,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1922897
pair_L19_xDOP0206_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,90.2,3.63,0.885,0.9952,1024,train,c_L19,train,registered,1.51,измерено,1.00,,photo,2023386
pair_L19_xDOP0212_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,82.9,1.8,0.893,0.8318,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1793067
pair_L19_xDOP0212_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,82.9,1.8,1.0,0.5165,640,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,870287
pair_L19_xDOP0215_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,83.2,1.39,0.925,0.9157,896,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1965854
pair_L19_xDOP0218_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,83.0,1.39,0.749,0.7034,640,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1686336
pair_L19_xDOP0221_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,90.0,0.54,0.75,0.8507,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1780338
pair_L19_xDOP0221_rect.npz,ortholoc,L19,rect_ortho,rect,partial,,90.0,0.54,1.0,0.8711,1024,train,c_L19,train,exact,0.1,аналитическая,0.50,,photo,1245066
pair_L19_xDOP0223_asis.npz,ortholoc,L19,frame_xdop,asis,partial,,85.5,1.78,0.794,0.9787,768,train,c_L19,train,registered,1.51,измерено,1.00,,photo,1890721
pair_L20_R0000_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.1,0.56,0.799,0.9801,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2907087
pair_L20_R0001_asis.npz,ortholoc,L20,frame_dop,asis,inside,,94.1,1.15,0.701,0.999,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3053143
pair_L20_R0001_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,94.1,1.15,1.0,0.6087,896,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1309324
pair_L20_R0002_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.7,1.04,0.732,0.9306,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2888909
pair_L20_R0003_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.9,0.68,0.812,0.8272,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2816831
pair_L20_R0005_asis.npz,ortholoc,L20,frame_dop,asis,inside,,96.0,0.54,0.721,0.9995,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2899992
pair_L20_R0006_asis.npz,ortholoc,L20,frame_dop,asis,partial,,90.9,43.88,0.621,0.7269,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2462856
pair_L20_R0007_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.5,1.08,0.736,0.954,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2884815
pair_L20_R0010_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.1,1.37,0.8,0.7469,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2515236
pair_L20_R0011_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.6,1.25,0.743,0.7139,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2457772
pair_L20_R0013_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.0,1.03,0.83,0.9642,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2921939
pair_L20_R0014_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.3,0.99,0.781,0.9918,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2932198
pair_L20_R0015_asis.npz,ortholoc,L20,frame_dop,asis,partial,,91.3,1.36,0.734,0.9924,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2925471
pair_L20_R0015_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,91.3,1.36,1.0,0.5864,896,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1312552
pair_L20_R0016_asis.npz,ortholoc,L20,frame_dop,asis,partial,,92.9,0.69,0.769,0.9958,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2916691
pair_L20_R0018_asis.npz,ortholoc,L20,frame_dop,asis,partial,,87.2,1.23,0.745,0.5704,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2096729
pair_L20_R0021_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.0,0.81,0.755,0.7053,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2293716
pair_L20_R0021_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,94.0,0.81,1.0,0.5253,768,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1197322
pair_L20_R0022_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.3,0.57,0.74,0.9281,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2977029
pair_L20_R0024_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.4,44.51,0.554,0.8573,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2478851
pair_L20_R0024_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,94.4,44.51,1.0,0.6227,896,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1633315
pair_L20_R0028_asis.npz,ortholoc,L20,frame_dop,asis,partial,,92.5,0.8,0.789,0.9902,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3076976
pair_L20_R0031_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.0,1.16,0.796,0.983,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3042186
pair_L20_R0032_asis.npz,ortholoc,L20,frame_dop,asis,partial,,87.2,0.77,0.753,0.8351,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2437746
pair_L20_R0033_asis.npz,ortholoc,L20,frame_dop,asis,partial,,85.9,0.5,0.781,0.6859,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2337872
pair_L20_R0037_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.6,1.12,0.768,0.6731,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2398345
pair_L20_R0041_asis.npz,ortholoc,L20,frame_dop,asis,partial,,97.0,0.48,0.73,0.9923,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2992675
pair_L20_R0042_asis.npz,ortholoc,L20,frame_dop,asis,partial,,86.5,0.87,0.651,0.9898,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2870279
pair_L20_R0047_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.2,0.83,0.801,0.7053,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2340746
pair_L20_R0050_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.9,0.81,0.754,0.7166,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2413448
pair_L20_R0052_asis.npz,ortholoc,L20,frame_dop,asis,partial,,84.9,1.93,0.726,0.9983,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2945522
pair_L20_R0054_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.9,1.16,0.745,0.5783,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2119848
pair_L20_R0058_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.7,0.92,0.759,0.9851,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2987023
pair_L20_R0060_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.1,44.0,0.535,0.8364,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2891918
pair_L20_R0061_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.0,1.26,0.788,0.993,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2959700
pair_L20_R0066_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.1,44.67,0.625,0.5658,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,1972259
pair_L20_R0066_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,95.1,44.67,1.0,0.3432,640,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1062566
pair_L20_R0067_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.5,0.18,0.765,0.9632,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2765514
pair_L20_R0068_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.2,44.09,0.53,0.6653,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2384298
pair_L20_R0069_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.5,0.98,0.798,0.9881,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2963563
pair_L20_R0070_asis.npz,ortholoc,L20,frame_dop,asis,partial,,90.4,43.95,0.657,0.5247,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2098335
pair_L20_R0070_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,90.4,43.95,1.0,0.571,768,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1427713
pair_L20_R0074_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.0,0.88,0.79,0.6459,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2147575
pair_L20_R0076_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.7,0.39,0.834,0.9683,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2960256
pair_L20_R0078_asis.npz,ortholoc,L20,frame_dop,asis,partial,,93.5,43.94,0.572,0.986,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3219913
pair_L20_R0079_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.4,1.23,0.786,0.9891,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3144393
pair_L20_R0082_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.7,0.36,0.727,0.9987,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3037980
pair_L20_R0085_asis.npz,ortholoc,L20,frame_dop,asis,inside,,95.2,1.24,0.692,1.0,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3102649
pair_L20_R0085_rect.npz,ortholoc,L20,rect_ortho,rect,partial,,95.2,1.24,1.0,0.6155,1024,train,c_L20,train,exact,0.1,аналитическая,0.50,,photo,1550607
pair_L20_R0086_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.7,0.71,0.752,0.9686,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2876488
pair_L20_R0087_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.0,0.72,0.753,0.9278,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2731869
pair_L20_R0088_asis.npz,ortholoc,L20,frame_dop,asis,partial,,94.2,1.38,0.733,0.4934,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,1817410
pair_L20_R0089_asis.npz,ortholoc,L20,frame_dop,asis,partial,,93.2,45.1,0.49,0.997,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2915409
pair_L20_R0090_asis.npz,ortholoc,L20,frame_dop,asis,partial,,92.4,0.49,0.829,0.8751,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2758966
pair_L20_R0093_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.3,44.13,0.562,0.8312,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2920813
pair_L20_R0095_asis.npz,ortholoc,L20,frame_dop,asis,partial,,92.6,1.08,0.758,0.9,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2844177
pair_L20_R0097_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.9,0.41,0.774,0.8383,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2626525
pair_L20_R0098_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.6,0.81,0.801,0.9842,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3026801
pair_L20_R0102_asis.npz,ortholoc,L20,frame_dop,asis,inside,,96.5,1.28,0.686,0.9997,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3243826
pair_L20_R0103_asis.npz,ortholoc,L20,frame_dop,asis,partial,,87.3,1.22,0.763,0.6114,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2158412
pair_L20_R0108_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.3,1.33,0.795,0.9126,768,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2905665
pair_L20_R0110_asis.npz,ortholoc,L20,frame_dop,asis,partial,,92.1,43.89,0.607,0.9709,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3180516
pair_L20_R0111_asis.npz,ortholoc,L20,frame_dop,asis,partial,,95.4,0.83,0.688,0.9985,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2858723
pair_L20_R0112_asis.npz,ortholoc,L20,frame_dop,asis,partial,,96.1,0.52,0.811,0.7213,640,train,c_L20,train,registered,0.97,оценка,1.00,,photo,2511410
pair_L20_R0113_asis.npz,ortholoc,L20,frame_dop,asis,inside,,94.9,1.19,0.792,0.9997,1024,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3059011
pair_L20_R0117_asis.npz,ortholoc,L20,frame_dop,asis,inside,,94.6,1.16,0.686,0.9994,896,train,c_L20,train,registered,0.97,оценка,1.00,,photo,3027068
